Law,Article,Spanish text,Relevance,Interpretability,Completeness,Differential Regime,Discretionality,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,umap_x,umap_y,Risk Score,Spanish text__phrase_reorder,Spanish text__syn_replace_10pct
Ley 47 de 1981,47,"De la obligación de exportar. Las empresas extranjeras que se establezcan en zona franca para el desarrollo de actividades industriales, deberán exportar por lo menos el sesenta por ciento (60%) de su producción en cada ejercicio anual, a menos que demuestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir la cuota de exportación. Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación. En los contratos celebrados entre las zonas francas y los usuarios extranjeros se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento injustificado será causal de caducidad.  ",1,3,0,1,1,6,,,,4.797739,6.0659537,6,"De la obligación de exportar. Las empresas extranjeras que se establezcan en zona franca para el desarrollo de actividades industriales, deberán exportar por lo menos el sesenta por ciento (60%) de su producción en cada ejercicio anual, a menos que demuestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir la cuota de exportación. Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación. En los contratos celebrados entre las zonas francas y los usuarios extranjeros se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento injustificado será causal de caducidad.","De la obligación de exportar. Las empresas extranjeras que se establezcan en zona franca para el desarrollo de actividades industriales, deberán exportar por lo menos el sesenta por ciento (60%) de su producción en cada ejercicio anual, a menos que demuestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir la cuota de exportación. Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación. En los contratos celebrados entre las zonas francas y los usuarios extranjeros se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento injustificado será causal de caducidad.  "
Ley 47 de 1981,50,"Estímulos tributarios a las exportaciones. La salida a terceros países de productos elaborados en zona franca por empresas extranjeras constituirá exportación sólo en lo referente al valor agregado nacional, y sobre este valor Directiva de la zona, organismo que la aprobará o rechazará podrán recibir certificado de abono tributario, salvo que la empresa correspondiente haya optado por el régimen de libertad cambiaria, caso en el cual no habrá lugar al otorgamiento del citado beneficio.  ",1,3,0,1,1,6,,,,1.3158647,6.4530363,6,"La salida a terceros países de productos elaborados en zona franca por empresas extranjeras constituirá exportación sólo en lo referente al valor agregado nacional, y sobre este valor Directiva de la zona, organismo que la aprobará o rechazará podrán recibir certificado de abono tributario, salvo que la empresa correspondiente haya optado por el régimen de libertad cambiaria, caso en el cual no habrá lugar al otorgamiento del citado beneficio. Estímulos tributarios a las exportaciones.","Estímulos tributarios a las exportaciones. La salida a terceros países de productos elaborados en zona franca por empresas extranjeras constituirá exportación sólo en lo referente al valor agregado nacional, y sobre este valor Directiva de la zona, organismo que la aprobará o rechazará podrán recibir certificado de abono tributario, salvo que la empresa correspondiente haya optado por el régimen de libertad cambiaria, caso en el cual no habrá lugar al otorgamiento del citado beneficio.  "
Ley 47 de 1981,53,"De la obligación de exportar. Las empresas mixtas que se establezcan en zona franca para el desarrollo de actividades industriales deberán exportar por lo menos el cuarenta por ciento (40%) de su producción en cada ejercicio anual, a menos que demuestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir la cuota de exportación. Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación. En los contratos celebrados entre las zonas francas y las empresas mixtas usuarias de las mismas se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento injustificado será causal de caducidad.   ",1,3,0,1,1,6,,,,4.7806144,6.1369452,6,"Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación. En los contratos celebrados entre las zonas francas y las empresas mixtas usuarias de las mismas se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento injustificado será causal de caducidad. De la obligación de exportar. Las empresas mixtas que se establezcan en zona franca para el desarrollo de actividades industriales deberán exportar por lo menos el cuarenta por ciento (40%) de su producción en cada ejercicio anual, a menos que demuestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir la cuota de exportación.","De la obligación de exportar. Las empresas mixtas que se establezcan en zona franca para el desarrollo de actividades industriales deberán exportar por lo menos el cuarenta por ciento (40%) de su producción en cada ejercicio anual, a menos que demuestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir la cuota de exportación. Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación. En los contratos celebrados entre las zonas francas y las empresas mixtas usuarias de las mismas se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento injustificado será causal de caducidad.   "
Ley 47 de 1981,57,"De la obligación de exportar. Las empresas nacionales que se establezcan en zona franca para el desarrollo de sus actividades industriales deberán exportar por lo menos el veinte por ciento (20%) de su producción en cada ejercicio anual, a menos que muestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir con la cuota de exportación. Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación. En los contratos celebrados entre las zonas francas y las empresas nacionales se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento será causal de caducidad.  ",1,3,0,1,1,6,,,,4.934092,6.1092534,6,"En los contratos celebrados entre las zonas francas y las empresas nacionales se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento será causal de caducidad. Las empresas nacionales que se establezcan en zona franca para el desarrollo de sus actividades industriales deberán exportar por lo menos el veinte por ciento (20%) de su producción en cada ejercicio anual, a menos que muestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir con la cuota de exportación. De la obligación de exportar. Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación.","De la obligación de exportar. Las empresas nacionales que se establezcan en zona franca para el desarrollo de sus actividades industriales deberán exportar por lo menos el veinte por ciento (20%) de su producción en cada ejercicio anual, a menos que muestren ante la Junta Directiva de la zona correspondiente, la necesidad de suplir faltantes del mercado nacional, la ocurrencia de hechos de fuerza mayor o caso fortuito, circunstancias conocidas del mercado externo que hayan afectado la demanda del respectivo producto u otras causas justificadas que impidan cumplir con la cuota de exportación. Los reglamentos establecerán el sistema de controlar el cumplimiento de esta obligación. En los contratos celebrados entre las zonas francas y las empresas nacionales se incorporará expresamente la obligación contenida en el presente artículo y su incumplimiento será causal de caducidad.  "
Ley 47 de 1981,65,"De las mercancías en tránsito. Las mercancías en tránsito que ingresen a zona franca de manera temporal para ser remitidas posteriormente al exterior, estarán exentas del pago de toda clase de impuestos, tasas o contribuciones, salvo en cuanto hace a los derechos por concepto de arrendamientos a la prestación de servicios de almacenaje, custodia, estiba, acarreo o cualquier otro que se preste dentro de la respectiva zona, con sujeción a las tarifas que ésta establezca.  ",1,3,1,1,0,6,,,,4.9195404,8.005453,6,"Las mercancías en tránsito que ingresen a zona franca de manera temporal para ser remitidas posteriormente al exterior, estarán exentas del pago de toda clase de impuestos, tasas o contribuciones, salvo en cuanto hace a los derechos por concepto de arrendamientos a la prestación de servicios de almacenaje, custodia, estiba, acarreo o cualquier otro que se preste dentro de la respectiva zona, con sujeción a las tarifas que ésta establezca. De las mercancías en tránsito.","De las mercancías en tránsito. Las mercancías en tránsito que ingresen a zona franca de manera temporal para ser remitidas posteriormente al exterior, estarán exentas del pago de toda clase de impuestos, tasas o contribuciones, salvo en cuanto hace a los derechos por concepto de arrendamientos a la prestación de servicios de almacenaje, custodia, estiba, acarreo o cualquier otro que se preste dentro de la respectiva zona, con sujeción a las tarifas que ésta establezca.  "
Ley 109 de 1985,13,"DEL RÉGIMEN DE COMERCIO EXTERIOR. Las disposiciones que dicte el Gobierno Nacional en materia de comercio exterior para las actividades desarrolladas en las zonas francas, se sujetarán a las siguientes pautas generales:  1. Brindar a las zonas francas las condiciones necesarias para que sus usuarios puedan competir con eficiencia en los mercados internacionales.  2. Establecer estrictos controles para evitar que los bienes almacenados y producidos en las zonas francas ingresen ilegalmente al mercado nacional sin perjuicio de las demás normas aduaneras.  3. Determinar los procedimientos y requisitos de importación de los bienes fabricados en las zonas francas, que pueden ingresar al mercado nacional y establecer el valor agregado nacional mínimo.  4. Facilitar la exportación de bienes del resto del territorio aduanero a las zonas francas.  5. Dictar, teniendo en cuenta los objetivos y las características propias del mecanismo de zonas francas, normas especiales sobre contratación entre aquellas y sus usuarios.  6. Determinar los bienes fabricados y almacenados en zonas francas que pueden introducirse al mercado nacional.  7. Determinar los bienes que no pueden ser producidos ni almacenados en zonas francas.",0,3,1,1,1,6,,,,5.1279573,6.855887,6,"7. Determinar los bienes que no pueden ser producidos ni almacenados en zonas francas. 1. Determinar los procedimientos y requisitos de importación de los bienes fabricados en las zonas francas, que pueden ingresar al mercado nacional y establecer el valor agregado nacional mínimo. Dictar, teniendo en cuenta los objetivos y las características propias del mecanismo de zonas francas, normas especiales sobre contratación entre aquellas y sus usuarios. DEL RÉGIMEN DE COMERCIO EXTERIOR. Determinar los bienes fabricados y almacenados en zonas francas que pueden introducirse al mercado nacional. 5. Brindar a las zonas francas las condiciones necesarias para que sus usuarios puedan competir con eficiencia en los mercados internacionales. 3. 2. Establecer estrictos controles para evitar que los bienes almacenados y producidos en las zonas francas ingresen ilegalmente al mercado nacional sin perjuicio de las demás normas aduaneras. Las disposiciones que dicte el Gobierno Nacional en materia de comercio exterior para las actividades desarrolladas en las zonas francas, se sujetarán a las siguientes pautas generales: 6. Facilitar la exportación de bienes del resto del territorio aduanero a las zonas francas. 4.","DEL RÉGIMEN DE COMERCIO EXTERIOR. Las disposiciones que dicte el Gobierno Nacional en materia de comercio exterior para las actividades desarrolladas en las zonas francas, se sujetarán a las siguientes pautas generales:  1. Brindar a las zonas francas las condiciones necesarias para que sus usuarios puedan competir con eficiencia en los mercados internacionales.  2. Establecer estrictos controles para evitar que los bienes almacenados y producidos en las zonas francas ingresen ilegalmente al mercado nacional sin perjuicio de las demás normas aduaneras.  3. Determinar los procedimientos y requisitos de importación de los bienes fabricados en las zonas francas, que pueden ingresar al mercado nacional y establecer el valor agregado nacional mínimo.  4. Facilitar la exportación de bienes del resto del territorio aduanero a las zonas francas.  5. Dictar, teniendo en cuenta los objetivos y las características propias del mecanismo de zonas francas, normas especiales sobre contratación entre aquellas y sus usuarios.  6. Determinar los bienes fabricados y almacenados en zonas francas que pueden introducirse al mercado nacional.  7. Determinar los bienes que no pueden ser producidos ni almacenados en zonas francas."
Ley 109 de 1985,38,DE LAS TARIFAS PORTUARIAS. La Empresa Puertos de Colombia adoptará tarifas preferenciales para la prestación de los servicios portuarios a las empresas instaladas en las zonas francas industriales y comerciales del país.  El monto de las tarifas preferenciales a que se refiere este artículo deberán ser de tal naturaleza que resulte competitivo en el mercado internacional.,1,3,0,1,1,6,,,,5.9888124,6.116556,6,DE LAS TARIFAS PORTUARIAS. La Empresa Puertos de Colombia adoptará tarifas preferenciales para la prestación de los servicios portuarios a las empresas instaladas en las zonas francas industriales y comerciales del país. El monto de las tarifas preferenciales a que se refiere este artículo deberán ser de tal naturaleza que resulte competitivo en el mercado internacional.,DE LAS TARIFAS PORTUARIAS. La Empresa Puertos de Colombia adoptará tarifas preferenciales para la prestación de los servicios portuarios a las empresas instaladas en las zonas francas industriales y comerciales del país.  El monto de las tarifas preferenciales a que se refiere este artículo deberán ser de tal naturaleza que resulte competitivo en el mercado internacional.
Ley 1004 de 2005,10,"Adiciónese el parágrafo 3° y modifícase el parágrafo 4° del artículo 127-1 del Estatuto Tributario, los cuales quedarían así: ""Parágrafo 3°. Unicamente tendrán derecho al tratamiento previsto en el numeral 1 ° del presente artículo, los arrendatarios que presenten a 31 de diciembre del año inmediatamente anterior al gravable, activos totales hasta por el límite definido para la mediana empresa en el artículo 2° de la Ley 905 de 2004. Quienes no cumplan con estos requisitos, deberán someter los contratos de leasing al tratamiento previsto en el numeral 22 del presente artículo"". ""Parágrafo 4°. Todos los contratos de arrendamiento financiero o leasing con opción de compra que se celebran a partir del 1° de enero del año 2007, deberán someterse al tratamiento previsto en el numeral 2° del presente artículo, independientemente de la naturaleza del arrendatario"".",1,3,0,1,1,6,,,,2.8603692,7.4726386,6,"""Parágrafo 4°. Adiciónese el parágrafo 3° y modifícase el parágrafo 4° del artículo 127-1 del Estatuto Tributario, los cuales quedarían así: Todos los contratos de arrendamiento financiero o leasing con opción de compra que se celebran a partir del 1° de enero del año 2007, deberán someterse al tratamiento previsto en el numeral 2° del presente artículo, independientemente de la naturaleza del arrendatario"". ""Parágrafo 3°. Quienes no cumplan con estos requisitos, deberán someter los contratos de leasing al tratamiento previsto en el numeral 22 del presente artículo"". Unicamente tendrán derecho al tratamiento previsto en el numeral 1 ° del presente artículo, los arrendatarios que presenten a 31 de diciembre del año inmediatamente anterior al gravable, activos totales hasta por el límite definido para la mediana empresa en el artículo 2° de la Ley 905 de 2004.","Adiciónese el parágrafo 3° y modifícase el parágrafo 4° del artículo 127-1 del Estatuto Tributario, los cuales quedarían así: ""Parágrafo 3°. Unicamente tendrán derecho al tratamiento previsto en el numeral 1 ° del presente artículo, los arrendatarios que presenten a 31 de diciembre del año inmediatamente anterior al gravable, activos totales hasta por el límite definido para la mediana empresa en el artículo 2° de la Ley 905 de 2004. Quienes no cumplan con estos requisitos, deberán someter los contratos de leasing al tratamiento previsto en el numeral 22 del presente artículo"". ""Parágrafo 4°. Todos los contratos de arrendamiento financiero o leasing con opción de compra que se celebran a partir del 1° de enero del año 2007, deberán someterse al tratamiento previsto en el numeral 2° del presente artículo, independientemente de la naturaleza del arrendatario""."
Ley 1004 de 2005,12,"Adiciónese el artículo 424 del Estatuto Tributario con el siguiente Parágrafo: ""Parágrafo. También se encuentra excluida del impuesto sobre las ventas, la importación al departamento del Amazonas, en desarrollo del Convenio Colombo-Peruano vigente, de alimentos de consumo humano y animal, elementos de aseo y medicamentos para uso humano o veterinario, siempre y cuando se destinen exclusivamente al consumo dentro del mismo departamento"".",1,3,1,1,0,6,,,,3.9430077,7.931537,6,"""Parágrafo. Adiciónese el artículo 424 del Estatuto Tributario con el siguiente Parágrafo: También se encuentra excluida del impuesto sobre las ventas, la importación al departamento del Amazonas, en desarrollo del Convenio Colombo-Peruano vigente, de alimentos de consumo humano y animal, elementos de aseo y medicamentos para uso humano o veterinario, siempre y cuando se destinen exclusivamente al consumo dentro del mismo departamento"".","Adiciónese el artículo 424 del Estatuto Tributario con el siguiente Parágrafo: ""Parágrafo. También se encuentra excluida del impuesto sobre las ventas, la importación al departamento del Amazonas, en desarrollo del Convenio Colombo-Peruano vigente, de alimentos de consumo humano y animal, elementos de aseo y medicamentos para uso humano o veterinario, siempre y cuando se destinen exclusivamente al consumo dentro del mismo departamento""."
Ley 105 de 1958,11,"El Gerente tendrá dos suplentes, quienes lo reemplazarán en las faltas accidentales. En caso de falta absoluta del Gerente se hará nuevo nombramiento por el resto del período.",0,3,1,0,1,5,,,,2.3190186,5.311217,5,"En caso de falta absoluta del Gerente se hará nuevo nombramiento por el resto del período. El Gerente tendrá dos suplentes, quienes lo reemplazarán en las faltas accidentales.","El Gerente tendrá dos suplentes, quienes lo reemplazarán en las faltas accidentales. En caso de falta absoluta del Gerente se hará nuevo nombramiento por el resto del período."
Ley 105 de 1958,19,"La Zona Franca Industrial y Comercial de Barranquilla podrá también, en cualquier tiempo y por su propia cuenta, adquirir derechos de propiedad o de usufructo sobre cualesquiera otras extensiones de tierra o de aguas portuarias para destinarlas a los fines de la obra, construir diques, rellenos, embarcaderos, etc. La Zona Franca no adquirirá ninguna propiedad raíz que no vaya a utilizar en beneficio de la mismadentro de los cinco años siguientes a la fecha del perfeccionamiento del contrato.",0,3,1,0,1,5,,,,1.6605331,6.610831,5,"La Zona Franca Industrial y Comercial de Barranquilla podrá también, en cualquier tiempo y por su propia cuenta, adquirir derechos de propiedad o de usufructo sobre cualesquiera otras extensiones de tierra o de aguas portuarias para destinarlas a los fines de la obra, construir diques, rellenos, embarcaderos, etc. La Zona Franca no adquirirá ninguna propiedad raíz que no vaya a utilizar en beneficio de la mismadentro de los cinco años siguientes a la fecha del perfeccionamiento del contrato.","La Zona Franca Industrial y Comercial de Barranquilla podrá también, en cualquier tiempo y por su propia cuenta, adquirir derechos de propiedad o de usufructo sobre cualesquiera otras extensiones de tierra o de aguas portuarias para destinarlas a los fines de la obra, construir diques, rellenos, embarcaderos, etc. La Zona Franca no adquirirá ninguna propiedad raíz que no vaya a utilizar en beneficio de la mismadentro de los cinco años siguientes a la fecha del perfeccionamiento del contrato."
Ley 105 de 1958,20,"En las áreas de las Zonas Francas industriales y comerciales podrán realizarse por personas naturales o jurídicas, nacionales o extranjeras, domiciliadas o no en la República, las siguientes operaciones, transacciones, negociaciones y actividades, a saber:
a) Introducir toda clase de mercancías, productos, materias primas, envases y demás efectos de comercio, con excepción de los mencionados en el artículo 36 de esta Ley;
b) Almacenarlos, exhibirlos, empacarlos, desempacarlos, manufacturarlos, envasarlos, montarlos, ensamblarlos, refinarlos, purificarlos, mezclarlos, transformarlos y, en general, operar con ellos o manipularlos en alguna forma.",1,3,1,0,0,5,,,,6.2739906,6.718183,5,"En las áreas de las Zonas Francas industriales y comerciales podrán realizarse por personas naturales o jurídicas, nacionales o extranjeras, domiciliadas o no en la República, las siguientes operaciones, transacciones, negociaciones y actividades, a saber: b) Almacenarlos, exhibirlos, empacarlos, desempacarlos, manufacturarlos, envasarlos, montarlos, ensamblarlos, refinarlos, purificarlos, mezclarlos, transformarlos y, en general, operar con ellos o manipularlos en alguna forma. a) Introducir toda clase de mercancías, productos, materias primas, envases y demás efectos de comercio, con excepción de los mencionados en el artículo 36 de esta Ley;","En las áreas de las Zonas Francas industriales y comerciales podrán realizarse por personas naturales o jurídicas, nacionales o extranjeras, domiciliadas o no en la República, las siguientes operaciones, transacciones, negociaciones y actividades, a saber:
a) Introducir toda clase de mercancías, productos, materias primas, envases y demás efectos de comercio, con excepción de los mencionados en el artículo 36 de esta Ley;
b) Almacenarlos, exhibirlos, empacarlos, desempacarlos, manufacturarlos, envasarlos, montarlos, ensamblarlos, refinarlos, purificarlos, mezclarlos, transformarlos y, en general, operar con ellos o manipularlos en alguna forma."
Ley 105 de 1958,24,"Todas las mercancías y materias primas que se introduzcan en las áreas de la Zona Franca Industrial y Comercial de Barranquilla o que sean manufacturadas, modificadas, ensambladas, envasadas o transformadas allí, podrán salir de dichas áreas para los siguientes efectos:
a) Para la exportación, y
b) Para la importación con destino a ser usadas o consumidas en la República, con excepción de aquellos artículos que sean de prohibida importación",1,3,1,0,0,5,,,,1.8115454,6.666762,5,"Todas las mercancías y materias primas que se introduzcan en las áreas de la Zona Franca Industrial y Comercial de Barranquilla o que sean manufacturadas, modificadas, ensambladas, envasadas o transformadas allí, podrán salir de dichas áreas para los siguientes efectos: a) Para la exportación, y b) Para la importación con destino a ser usadas o consumidas en la República, con excepción de aquellos artículos que sean de prohibida importación","Todas las mercancías y materias primas que se introduzcan en las áreas de la Zona Franca Industrial y Comercial de Barranquilla o que sean manufacturadas, modificadas, ensambladas, envasadas o transformadas allí, podrán salir de dichas áreas para los siguientes efectos:
a) Para la exportación, y
b) Para la importación con destino a ser usadas o consumidas en la República, con excepción de aquellos artículos que sean de prohibida importación"
Ley 105 de 1958,25,"En los casos del ordinal a) del artículo anterior, el retiro de tales mercaderías y demás artículos estará libre del pago de impuestos, gravámenes y demás contribuciones fiscales, salvo que se trate de productos nacionales cuya exportación estuviere gravada, cuyo caso los gravámenes de exportación serán cubiertos al tiempo de retirarse tales artículos del área de la Zona.",1,2,1,1,0,5,,,,5.13217,8.378471,5,"En los casos del ordinal a) del artículo anterior, el retiro de tales mercaderías y demás artículos estará libre del pago de impuestos, gravámenes y demás contribuciones fiscales, salvo que se trate de productos nacionales cuya exportación estuviere gravada, cuyo caso los gravámenes de exportación serán cubiertos al tiempo de retirarse tales artículos del área de la Zona.","En los casos del ordinal a) del artículo anterior, el retiro de tales mercaderías y demás artículos estará libre del pago de impuestos, gravámenes y demás contribuciones fiscales, salvo que se trate de productos nacionales cuya exportación estuviere gravada, cuyo caso los gravámenes de exportación serán cubiertos al tiempo de retirarse tales artículos del área de la Zona."
Ley 105 de 1958,26,"En el caso del ordinal b) del artículo 24 de la presente Ley, la importación deberá ser hecha por conducto de las Aduanas de la República, con todas las formalidades, cargos, gravámenes, depósitos, impuestos y demás contribuciones fiscales establecidas para la importación de tales mercaderías.

En estos casos la factura consular será reemplazada por un documento análogo que expedirá la Gerencia de la Zona Franca Industrial y Comercial. Este documento causará los mismos derechos que corresponden a la factura consular y contendrá los mismos datos e indicaciones​",1,2,1,0,1,5,,,,4.993965,8.089772,5,"En estos casos la factura consular será reemplazada por un documento análogo que expedirá la Gerencia de la Zona Franca Industrial y Comercial. Este documento causará los mismos derechos que corresponden a la factura consular y contendrá los mismos datos e indicaciones​ En el caso del ordinal b) del artículo 24 de la presente Ley, la importación deberá ser hecha por conducto de las Aduanas de la República, con todas las formalidades, cargos, gravámenes, depósitos, impuestos y demás contribuciones fiscales establecidas para la importación de tales mercaderías.","En el caso del ordinal b) del artículo 24 de la presente Ley, la importación deberá ser hecha por conducto de las Aduanas de la República, con todas las formalidades, cargos, gravámenes, depósitos, impuestos y demás contribuciones fiscales establecidas para la importación de tales mercaderías.

En estos casos la factura consular será reemplazada por un documento análogo que expedirá la Gerencia de la Zona Franca Industrial y Comercial. Este documento causará los mismos derechos que corresponden a la factura consular y contendrá los mismos datos e indicaciones​"
